CustomerID,FirstName,Lastname,Address01,Address02,City,State,ZipCode
1805508,John,Doe1805508,NULL,,KENNETT SQUARE,PA,19348
37643491,John,Doe37643491,NULL,,NAPA,CA   ,94558
35771888,John,Doe35771888,1553 Tree St,,Southfield,MI   ,48076
31747853,John,Doe31747853,NULL,,Salem,AL   ,36874
4330346,John,Doe4330346,6032 Tree St,,Adelanto,CA,92301
35636051,John,Doe35636051,2215 Tree St,,Myerstown,PA   ,17067
4678170,John,Doe4678170,2315 Tree St,,NEW BALTIMORE,MI   ,48047
22331683,John,Doe22331683,7541 Tree St,,Wexford,PA,15090
47509183,John,Doe47509183,2721 Tree St,,Charlotte,NC,28216
36692047,John,Doe36692047,5315 Tree St,,Carthage,MO   ,64836
36448301,John,Doe36448301,1464 Tree St,,Vallejo,CA   ,94589
46746212,John,Doe46746212,NULL,,WESLEY CHAPEL,FL,33544
29790567,John,Doe29790567,NULL,,Tucson,AZ   ,85746
37250382,John,Doe37250382,4179 Tree St,,Richards,TX   ,77873
45480621,John,Doe45480621,8748 Tree St,,Tucson,AZ,85749
35541686,John,Doe35541686,8538 Tree St,,Saint Paul,MN,55126
41376990,John,Doe41376990,1725 Tree St,,Bakersfield,CA   ,93301
13028330,John,Doe13028330,2925 Tree St,,Waco,TX,76705
6853002,John,Doe6853002,NULL,,GARWOOD,NJ,7027
12531635,John,Doe12531635,7604 Tree St,,Scott Township,PA,18447
39089125,John,Doe39089125,NULL,,Spruce Grove,AB   ,T7X 4M4
31697914,John,Doe31697914,1962 Tree St,,JACKSON,TN   ,38305
37787157,John,Doe37787157,0073 Tree St,,Watford City,ND   ,58854
5047963,John,Doe5047963,7864 Tree St,,EAU CLAIRE,WI   ,54701
15242671,John,Doe15242671,9423 Tree St,,Lawrenceburg,IN   ,47025
40327426,John,Doe40327426,8549 Tree St,,CLIO,MI   ,48420
13574189,John,Doe13574189,4421 Tree St,,Chino Hills,CA   ,91709
14350427,John,Doe14350427,3694 Tree St,,Leawood,KS,66209
