CustomerID,FirstName,Lastname,Address01,Address02,City,State,ZipCode
41953132,John,Doe41953132,NULL,,Waterloo,IA,50701
24711623,John,Doe24711623,1026 Tree St,,Lowell,MI   ,49331
13973871,John,Doe13973871,5952 Tree St,,Ridgefield,WA,98642
38563308,John,Doe38563308,9536 Tree St,,Independence,KY,41051
22634075,John,Doe22634075,3490 Tree St,,Orem,UT,84097
53803887,John,Doe53803887,5993 Tree St,,Fort Wayne,IN,46804
42775423,John,Doe42775423,NULL,,CLEVELAND,TN,37312
21747847,John,Doe21747847,2533 Tree St,,Billerica,MA,1821
45854791,John,Doe45854791,5701 Tree St,,Longwood,FL,32779
10235942,John,Doe10235942,6649 Tree St,,Las Vegas,NV,89134
32368382,John,Doe32368382,NULL,,IRVING,TX   ,75063
25227497,John,Doe25227497,NULL,,Greenville,SC   ,29607
52405153,John,Doe52405153,1427 Tree St,,El Paso,TX,79902
26342965,John,Doe26342965,1239 Tree St,,Sandy,UT,84092
51632349,John,Doe51632349,7518 Tree St,,Cedar Rapids,IA,52404
7831601,John,Doe7831601,3522 Tree St,,San Mateo,CA,94401
35728507,John,Doe35728507,1201 Tree St,,Longview,WA,98632
583091,John,Doe583091,NULL,,Corpus Christi,TX,78404
53074697,John,Doe53074697,3418 Tree St,,Alpharetta,GA,30022
51639845,John,Doe51639845,2434 Tree St,,King George,VA,22485
35361864,John,Doe35361864,6651 Tree St,,Vail,AZ   ,85641
21101050,John,Doe21101050,NULL,,North Charleston,SC,53590
50645222,John,Doe50645222,9431 Tree St,,Stanton,KY,40380
12172707,John,Doe12172707,9239 Tree St,,GOODYEAR,AZ   ,85338
45183628,John,Doe45183628,3303 Tree St,,Santa Rosa,CA,95404
46213415,John,Doe46213415,NULL,,IMPERIAL BEACH,CA,91932
3195977,John,Doe3195977,2831 Tree St,,Overland Park,KS,66210
8294360,John,Doe8294360,9312 Tree St,,BENTON HARBOR,MI   ,49022
37422903,John,Doe37422903,1316 Tree St,,Des Moines,IA   ,50315
12987826,John,Doe12987826,8359 Tree St,,Ravenna,OH,44266
47165251,John,Doe47165251,NULL,,MONTGOMERY,TX,77356
36681365,John,Doe36681365,NULL,,Cleves,OH   ,45002
27793498,John,Doe27793498,4267 Tree St,,Louisville,KY,40299
46569580,John,Doe46569580,4313 Tree St,,Franklin,TN,37069
18582187,John,Doe18582187,8211 Tree St,,Charlotte,NC,28226
44570425,John,Doe44570425,NULL,,Carbondale,IL   ,62901
4722201,John,Doe4722201,9203 Tree St,,MOUNT WOLF,PA   ,17347
40820098,John,Doe40820098,7923 Tree St,,Knox,IN   ,46534
29620731,John,Doe29620731,7135 Tree St,,BELLEVUE,WA   ,98004
8999542,John,Doe8999542,1777 Tree St,,Hesperia,CA,92345
49796106,John,Doe49796106,NULL,,STAFFORD,TX,77477
5763497,John,Doe5763497,NULL,,Garden City,KS   ,67846
6436074,John,Doe6436074,5116 Tree St,,Milwaukee,WI,53217
27213126,John,Doe27213126,3605 Tree St,,TYNER,IN   ,46572
10712023,John,Doe10712023,2647 Tree St,,East Windsor,NJ,8520
42610304,John,Doe42610304,5321 Tree St,,WOODSTOCK,GA   ,30188
10783230,John,Doe10783230,2922 Tree St,,Olathe,KS,66061
14010477,John,Doe14010477,9135 Tree St,,Apple Valley,MN,55124
20566727,John,Doe20566727,5425 Tree St,,ALBUQUERQUE,NM   ,87114
14172326,John,Doe14172326,9334 Tree St,,Columbus,OH,43228
40620297,John,Doe40620297,NULL,,San Antonio,TX   ,78253
53141626,John,Doe53141626,NULL,,Riverton,UT,84065
21182103,John,Doe21182103,5300 Tree St,,MINNEAPOLIS,MN   ,55449
14957920,John,Doe14957920,NULL,,Glendale Heights,IL   ,60139
12596221,John,Doe12596221,2722 Tree St,,Fresno,CA,93722
34001547,John,Doe34001547,1813 Tree St,,Madison,WI   ,53718
33484298,John,Doe33484298,2523 Tree St,,Sacramento,CA   ,95834
46517017,John,Doe46517017,NULL,,OAK HARBOR,WA,98277
32983704,John,Doe32983704,NULL,,LAPEER,MI   ,48446
42253749,John,Doe42253749,NULL,,Frankfort,KY,40601
